gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
c_000000894037__full-cat_2_6	c_000000894037__full-cat_2	K00945	cytidylate kinase [EC:2.7.4.14] [RN:R00158]	MISC	Information systems	Nucleotide	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	3	MKTF
c_000000929045__full-cat_2_6	c_000000929045__full-cat_2	K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	Energy	Electron transport Chain		NADH:quinone oxidoreductase, prokaryotes	3	M
c_000000929280__full-cat_2_8	c_000000929280__full-cat_2	GT102	GT102 dTDP-beta-L-Rhap : O-antigen-polysaccharide alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
c_000000971535__full-cat_2_3	c_000000971535__full-cat_2	M05	Catlytic type: Metallo; a member is mycolysin	Organic Nitrogen	Peptidase		Metalloendopeptidase	3	MF
c_000000989162__full-cat_2_3	c_000000989162__full-cat_2							3	MKF
c_000001005694__full-cat_2_3	c_000001005694__full-cat_2							3	MKF
c_000001032744__full-cat_2_2	c_000001032744__full-cat_2	K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	3	MF
c_000001032744__full-cat_2_2	c_000001032744__full-cat_2	K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	3	MF
c_000001032744__full-cat_2_2	c_000001032744__full-cat_2	K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	3	MF
c_000001032744__full-cat_2_2	c_000001032744__full-cat_2	K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	3	MF
c_000001032744__full-cat_2_2	c_000001032744__full-cat_2	K12526	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	3	MF
c_000001032744__full-cat_2_2	c_000001032744__full-cat_2	K12526	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Organic Nitrogen	Amino Acid		Methionine biosynthesis, apartate => homoserine => methionine	3	MF
c_000001032744__full-cat_2_2	c_000001032744__full-cat_2	K12526	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Organic Nitrogen	Amino Acid		Threonine biosynthesis, aspartate => homoserine => threonine	3	MF
c_000001032744__full-cat_2_2	c_000001032744__full-cat_2	K12526	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	3	MF
c_000001032744__full-cat_2_2	c_000001032744__full-cat_2	K12526	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	3	MF
c_000001042869__full-cat_2_2	c_000001042869__full-cat_2	GH74	GH74 endoglucanase (EC 3.2.1.4); oligoxyloglucan reducing end-specific cellobiohydrolase (EC 3.2.1.150); xyloglucanase (EC 3.2.1.151)	carbon utilization	CAZY	Xyloglucan Backbone Cleavage (Hemicellulose)	Glycoside Hydrolases	3	MF
c_000001061005__full-cat_1_4	c_000001061005__full-cat_1							2	MKF
c_000001069542__full-cat_1_7	c_000001069542__full-cat_1							1	MKF
c_000001080860__full-cat_2_3	c_000001080860__full-cat_2							3	MKF
c_000001092528__full-cat_1_3	c_000001092528__full-cat_1							2	MKF
c_000001092528__full-cat_1_4	c_000001092528__full-cat_1							2	MKF
c_000001092528__full-cat_1_6	c_000001092528__full-cat_1							2	MKF
c_000001093167__full-cat_2_6	c_000001093167__full-cat_2	K09808	ABC.LPT.P; lipoprotein-releasing system permease protein	Transporters			Lipoprotein-releasing system	3	M
c_000001093167__full-cat_2_6	c_000001093167__full-cat_2	K02004	ABC.CD.P;	Transporters			Putative ABC transport system	3	M
c_000001093167__full-cat_2_9	c_000001093167__full-cat_2							3	MKF
c_000001093167__full-cat_2_10	c_000001093167__full-cat_2							3	MKF
c_000001095986__full-cat_2_6	c_000001095986__full-cat_2							3	MKF
c_000001098813__full-cat_2_6	c_000001098813__full-cat_2	K02986	small subunit ribosomal protein S4	MISC	Information systems		Ribosome, bacteria	3	M
c_000001098813__full-cat_2_6	c_000001098813__full-cat_2	K02986	small subunit ribosomal protein S4	MISC	Information systems		Ribosome, archaea	3	M
c_000001098813__full-cat_2_9	c_000001098813__full-cat_2	K02959	small subunit ribosomal protein S16	MISC	Information systems		Ribosome, bacteria	3	M
c_000001098813__full-cat_2_18	c_000001098813__full-cat_2	K02939	large subunit ribosomal protein L9	MISC	Information systems		Ribosome, bacteria	3	MF
c_000001099129__full-cat_2_6	c_000001099129__full-cat_2							3	MKF
c_000001105617__full-cat_1_6	c_000001105617__full-cat_1	K01735	3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MKTF
c_000001105617__full-cat_1_7	c_000001105617__full-cat_1	K00891	shikimate kinase [EC:2.7.1.71] [RN:R02412]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MTF
c_000001107549__full-cat_1_4	c_000001107549__full-cat_1	PL14	PL14 alginate lyase (EC 4.2.2.3); exo-oligoalginate lyase (EC 4.2.2.26); beta-1,4-glucuronan lyase (EC 4.2.2.14)	carbon utilization	CAZY		Polysaccharide Lyases	1	M
c_000001109994__full-cat_2_10	c_000001109994__full-cat_2							3	MKF
c_000001138949__full-cat_2_2	c_000001138949__full-cat_2							3	MKF
c_000001146575__full-cat_1_2	c_000001146575__full-cat_1							2	MKF
c_000001149175__full-cat_2_6	c_000001149175__full-cat_2	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, methionine => cysteine	3	M
c_000001149175__full-cat_2_6	c_000001149175__full-cat_2	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Organic Nitrogen	Amino Acid		Methionine degradation	3	M
c_000001149175__full-cat_2_10	c_000001149175__full-cat_2							3	MK
c_000001149175__full-cat_2_13	c_000001149175__full-cat_2							3	MK
c_000001149175__full-cat_2_16	c_000001149175__full-cat_2	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
c_000001149175__full-cat_2_16	c_000001149175__full-cat_2	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	3	MKF
c_000001155574__full-cat_2_4	c_000001155574__full-cat_2	GH37	GH37 alpha,alpha-trehalase (EC 3.2.1.28).	carbon utilization	CAZY		Glycoside Hydrolases	3	MF
c_000001219304__full-cat_2_5	c_000001219304__full-cat_2							3	MKTF
c_000001229508__full-cat_1_6	c_000001229508__full-cat_1	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
c_000001229508__full-cat_1_8	c_000001229508__full-cat_1	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	2	MKF
c_000001229508__full-cat_1_8	c_000001229508__full-cat_1	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	2	MKF
c_000001229508__full-cat_1_8	c_000001229508__full-cat_1	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	2	MKF
c_000001263604__full-cat_2_9	c_000001263604__full-cat_2	GT70	GT70 UDP-GlcA: beta-glucuronosyltransferase (EC 2.4.1.17)	carbon utilization	CAZY		GlycosylTransferases	1	MF
c_000001294766__full-cat_2_4	c_000001294766__full-cat_2	K00609	aspartate carbamoyltransferase [EC:2.1.3.2] [RN:R01397]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	MKF
c_000001294766__full-cat_2_6	c_000001294766__full-cat_2	K03186	4-hydroxy-3-polyprenylbenzoate decarboxylase	MISC	MISC		Ubiquinone biosynthesis	3	MF
c_000001294871__full-cat_2_3	c_000001294871__full-cat_2	I39	interact with endopeptidases regardless of catalytic type	Organic Nitrogen	Peptidase		Mammalian alpha-macroglobulin and other large homologous proteins that interact with endopeptidases regardless of catalytic type	2	M
c_000001310493__full-cat_2_7	c_000001310493__full-cat_2	K06208	chorismate mutase [EC:5.4.99.5] [RN:R01715]	Organic Nitrogen	Amino Acid		Phenylalanine biosynthesis, chorismate => phenylalanine	3	MF
c_000001310493__full-cat_2_7	c_000001310493__full-cat_2	K06208	chorismate mutase [EC:5.4.99.5] [RN:R01715]	Organic Nitrogen	Amino Acid		Tyrosine biosynthesis, chorismate => tyrosine	3	MF
c_000001312527__full-cat_2_12	c_000001312527__full-cat_2	K02549	O-succinylbenzoate synthase	MISC	MISC		Menaquinone biosynthesis	2	M
c_000001331665__full-cat_1_7	c_000001331665__full-cat_1							2	MK
c_000001331665__full-cat_1_8	c_000001331665__full-cat_1	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	2	MK
c_000001331665__full-cat_1_10	c_000001331665__full-cat_1							2	MKF
c_000001331665__full-cat_1_12	c_000001331665__full-cat_1	K01684	galactonate dehydratase [EC:4.2.1.6] [RN:R03033]	carbon utilization	central carbon	glycolysis	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	2	MF
c_000001346237__full-cat_2_32	c_000001346237__full-cat_2	C13	Catlytic type: Cysteine; restricted specificity for asparaginyl bonds	Organic Nitrogen	Peptidase		Asparaginyl endopeptidases and glycosylphosphatidylinositol:protein transamidase	3	MK
