gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
k141_1339780__full-cat_1_5	k141_1339780__full-cat_1							2	MKF
k141_1339780__full-cat_1_7	k141_1339780__full-cat_1	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	Transporters			Lipopolysaccharide transport system	2	MF
k141_1344044__full-cat_2_2	k141_1344044__full-cat_2	K01996	livF; branched-chain amino acid transport system ATP-binding protein	Transporters			Branched-chain amino acid transport system	3	MF
k141_1344044__full-cat_2_2	k141_1344044__full-cat_2	K01996	livF; branched-chain amino acid transport system ATP-binding protein	Transporters			Branched-chain amino acid transport system	3	MF
k141_19437423__full-cat_1_16	k141_19437423__full-cat_1							2	MK
k141_20826610__full-cat_2_3	k141_20826610__full-cat_2	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
k141_20826610__full-cat_2_5	k141_20826610__full-cat_2							3	MKF
k141_22167205__full-cat_1_25	k141_22167205__full-cat_1							1	MK
k141_22177835__full-cat_1_37	k141_22177835__full-cat_1							2	MK
k141_22183579__full-cat_2_3	k141_22183579__full-cat_2	M24B	Catlytic type: Metallo; cleave the bond XaaPro; found in eukaryotes associated with collagen recycling	Organic Nitrogen	Peptidase		Exopeptidases that require co-catalytic ions of cobalt or manganese	3	MF
k141_22183579__full-cat_2_5	k141_22183579__full-cat_2							3	MK
k141_22183579__full-cat_2_8	k141_22183579__full-cat_2							3	MKF
k141_23606991__full-cat_2_16	k141_23606991__full-cat_2	K08678	UXS1; UDP-GlcA -> UDP-Xyl [EC:4.1.1.35]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
k141_26337214__full-cat_2_3	k141_26337214__full-cat_2	K02959	small subunit ribosomal protein S16	MISC	Information systems		Ribosome, bacteria	3	MF
k141_26337214__full-cat_2_4	k141_26337214__full-cat_2	K02986	small subunit ribosomal protein S4	MISC	Information systems		Ribosome, bacteria	3	MF
k141_26337214__full-cat_2_4	k141_26337214__full-cat_2	K02986	small subunit ribosomal protein S4	MISC	Information systems		Ribosome, archaea	3	MF
k141_27754709__full-cat_2_11	k141_27754709__full-cat_2	K02935	large subunit ribosomal protein L7/L12	MISC	Information systems		Ribosome, bacteria	3	MF
k141_30547379__full-cat_2_3	k141_30547379__full-cat_2							3	MKTF
